Fullerton College,California,Suburban setting,18696,1112,"Horticultural Services|Plant/Nursery Operations|Landscape Architecture|Latin American Studies|Art - General|Commercial/Advertising Art|Dance|Design/Visual Communications|Drama/Theater Arts|Fashion Design|Music - General|Visual and Performing Arts - General|Bacteriology|Biology|Zoology|Accounting|Administrative/Secretarial Services|Business Administration/Management|Entrepreneurial Studies|Fashion Merchandising|International Business|Management Information Systems|Purchasing/Procurement/Contracts|Real Estate|Tourism/Travel Services|Advertising|Broadcast Journalism|Communications/Rhetoric|Journalism|Public Relations|Graphic/Printing Equipment Operation|Computer Graphics|Computer Programming - Specific Applications|Computer/Information Sciences - General|Data Processing Technology|Building/Property Maintenance|Carpentry|Business Teacher Education|Trade/Industrial Education|Engineering - General|Architectural Engineering Technology|Drafting and Design Technology|Electrical Engineering Technologies|English Language & Literature - General|Rhetoric and Composition|Child Care Management|Family/Consumer Sciences - General|Human Development/Family Studies|Foreign Language & Literature - General|Clinical Laboratory Science|Prenursing|History - General|Legal Administrative Assistance|Paralegal/Legal Assistance|Liberal Arts & Sciences|Library Assistance|Mathematics - General|Auto Body Repair|Fishing/Fisheries|Forestry - General|Natural Resources & Conservation - General|Parks, Recreation & Fitness - General|Cosmetology|Philosophy|Astronomy|Chemistry|Geology|Physics|Psychology - General|Police Science|Anthropology|Economics|Geography|Political Science/Government|Sociology"
Colorado State University,Colorado,Suburban setting,23261,8042,Agribusiness Operations|Agricultural Economics|Agricultural Education Services|Agronomy/Crop Science|Animal Sciences|Equestrian/Equine Studies|Horticultural Services|Horticulture Science|Landscaping|Plant/Nursery Operations|Range Science/Management|Soil Science and Agronomy|Landscape Architecture|Ethnic studies|Art - General|Art History/Criticism/Conservation|Dance|Drama/Theater Arts|Fine/Studio Arts|Graphic Design|Interior Design|Music - General|Music - General Performance|Music Conducting|Music Theory/Composition|Biochemistry|Biology|Biomedical Sciences|Microbiology|Wildlife Biology|Zoology|Accounting|Business Administration/Management|Construction Management|Finance/Banking|Management Information Systems|Marketing Management|Real Estate|Restaurant/Food Services Management|Communications/Rhetoric|Journalism|Public Relations|Radio/Television|Computer/Information Sciences - General|Information Sciences/Systems|Information Technology|Agricultural Education|Art Teacher Education|Biology Teacher Education|Business Teacher Education|Chemistry Teacher Education|Early Childhood Education|Education - General|English Teacher Education|Family/Consumer Sciences - Education|French Teacher Education|German Teacher Education|Mathematics Education|Music Teacher Education|Physics Teacher Education|Sales/Marketing Education|Science Teacher Education|Social Studies Teacher Education|Spanish Language Teacher Education|Speech Teacher Education|Technology/Industrial Arts Education|Trade/Industrial Education|Chemical Engineering|Civil Engineering|Computer Engineering - General|Electrical/Communications Engineering|Engineering Science|Engineering/Applied Physics|Environmental Engineering|Mechanical Engineering|Computer Systems|Construction/Building Technologies|Creative Writing|English Language & Literature - General|Apparel/Textile Marketing Management|Family/Consumer Sciences - General|Foods/Nutrition Studies|Human Development/Family Studies|Human Nutrition|Foreign Language & Literature - General|French|German|Spanish|Athletic Training/Sports Medicine|Environmental Health|Music Therapy|History - General|Liberal Arts & Sciences|Mathematics - General|Global Studies|Natural Sciences|Forest Sciences/Biology|Natural Resources & Conservation - General|Natural Resources Management/Policy|Water/Wetlands/Marine Management|Exercise Sciences|Parks/Leisure Facilities Management|Philosophy|Chemistry|Geology|Physics|Psychology - General|Social Work|Fire Services Administration|Anthropology|Economics|Political Science/Government|Sociology
Cornell University,New York,Rural setting,14167,41541,"Agribusiness Operations|Agricultural Business|Agricultural Economics|Agriculture - General|Animal Sciences|Food Science|International Agriculture|Plant Sciences|Viticulture and Enology|Architectural History/Criticism|Architecture|City/Community/Regional Planning|Environmental Design|Landscape Architecture|African-American Studies|American Studies|Asian Studies|Gay/Lesbian Studies|German Studies|Near/Middle Eastern Studies|Art History/Criticism/Conservation|Dance|Drama/Theater Arts|Fiber/Textile/Weaving Arts|Film Studies|Fine/Studio Arts|Music - General|Biology|Biometrics|Ecology|Entomology|Hotel/Motel Management|Labor/Personnel Relations|Communications/Rhetoric|Computer Science|Computer/Information Sciences - General|Information Technology|Agricultural Education|Agricultural Engineering|Chemical Engineering|Civil Engineering|Electrical/Communications Engineering|Engineering - General|Engineering/Applied Physics|Environmental Engineering|Materials Engineering|Mechanical Engineering|Operations Research|English Language & Literature - General|Human Development/Family Studies|Classics|Comparative Literature|French|German|Italian|Linguistics|Spanish|History - General|Liberal Arts & Sciences|Mathematics - General|Statistics|Nutrition Sciences|Science, Technology & Society|Natural Resources & Conservation - General|Philosophy|Religion/Religious Studies|Astronomy|Atmospheric Sciences|Chemistry|Geology|Physics|Psychology - General|Public Policy Analysis|Anthropology|Archaeology|Economics|Political Science/Government|Sociology"
Penn State Worthington Scranton,Pennsylvania,Suburban setting,1270,12966,"Agribusiness Operations|Agricultural Mechanization|Agriculture - General|Agronomy/Crop Science|Animal Sciences|Food Science|Horticulture Science|Landscaping|Pest Management|Turf Management|African-American Studies|American Studies|Asian Studies|Latin American Studies|Women's Studies|Acting|Art - General|Art History/Criticism/Conservation|Film Studies|Graphic Design|Music - General|Theater Design/Stagecraft|Visual and Performing Arts - General|Bacteriology|Biochemistry|Biology|Toxicology|Accounting|Actuarial Science|Business - General|Business Administration/Management|Business Communications|Customer Service Management|E-Commerce|Finance/Banking|Financial Planning|Hospitality Administration/Management|Human Resources Management|Labor Studies|Labor/Personnel Relations|Logistics/Materials Management|Management Information Systems|Management Science|Marketing Management|Organizational Behavior Studies|Advertising|Communications/Rhetoric|Digital Communications/Multimedia|Journalism|Organizational Communication|Public Relations|Computer/Information Sciences - General|Computer/Systems Security|Data Processing Technology|Information Sciences/Systems|Information Technology|Web/Multimedia Design|Adult/Continuing Education Administration|Adult/Continuing Teacher Education|Agricultural Education|Art Teacher Education|ESL Teacher Education|Early Childhood Education|Education - General|Elementary Education|Foreign Language Teacher Education|Science Teacher Education|Secondary Education|Special Education|Aeronautical/Aerospace Engineering|Agricultural Engineering|Architectural Engineering|Biomedical Engineering|Chemical Engineering|Civil Engineering|Computer Engineering - General|Electrical/Communications Engineering|Engineering - General|Engineering Science|Environmental Engineering|Industrial Engineering|Manufacturing Engineering|Materials Science|Mechanical Engineering|Mining/Mineral Engineering|Nuclear Engineering|Petroleum|Construction/Building Technologies|Electromechanical Technologies|Mechanical Engineering Technology|Plastics|English Language & Literature - General|Adult Development/Aging|Child Development|Human Development/Family Studies|Human Nutrition|Chinese|Classics|Comparative Literature|French|German|Italian|Japanese|Russian|Spanish|Athletic Training/Sports Medicine|Communication Disorders|EMT Ambulance Attendant|Health Facilities Administration|Health System Administration|Medical Scientist (MS, PhD)|Nursing (RN)|Premedicine|Preveterinary Medicine|Substance Abuse Counseling|History - General|Law & Legal Studies - General|General Studies|Liberal Arts & Sciences|Mathematics - General|Statistics|Behavioral Sciences|Biological/Physical Sciences|Global Studies|Medieval/Renaissance Studies|Environmental Studies|Forest Sciences/Biology|Forest Technology|Natural Resources & Conservation - General|Exercise Sciences|Parks/Leisure Facilities Management|Jewish/Judaic Studies|Philosophy|Religion/Religious Studies|Astronomy|Atmospheric Sciences|Chemistry|Geology|Physics|Psychology - General|Public Administration|Youth Services|Biology Technician|Criminalistics/Criminal Science|Forensic Technologies|Law Enforcement Administration|Anthropology|Archaeology|Criminology|Economics|Geography|International Relations|Political Science/Government|Sociology"
University of Wisconsin-Whitewater,Wisconsin,Suburban setting,Not set,7195,Women's Studies|Art - General|Art History/Criticism/Conservation|Dance|Drama/Theater Arts|Music - General|Music Theory/Composition|Theater Literature/History/Criticism|Theatre Arts Management|Biology|Accounting|Business - General|Business Administration/Management|Business/Managerial Economics|Finance/Banking|Human Resources Management|Marketing Management|Nonprofit Management|Office Clerical Services|Operations Management|Broadcast Journalism|Communications/Rhetoric|Journalism|Computer Systems Analysis|Computer/Information Sciences - General|Information Technology|Web/Multimedia Design|Art Teacher Education|Biology Teacher Education|Business Teacher Education|Chemistry Teacher Education|Computer Teacher Education|Drama/Dance Teacher Education|Early Childhood Education|Education - General|Education of Learning Disabled|Elementary Education|English Teacher Education|French Teacher Education|German Teacher Education|History Teacher Education|Mathematics Education|Music Teacher Education|Physical Education|Sales/Marketing Education|Science Teacher Education|Secondary Education|Social Science Teacher Education|Social Studies Teacher Education|Spanish Language Teacher Education|Special Education|Speech Teacher Education|Occupational Safety|Creative Writing|English Language & Literature - General|Rhetoric and Composition|French|German|Spanish|Speech-Language Pathology|History - General|Prelaw|Liberal Arts & Sciences|Mathematics - General|Global Studies|Chemistry|Physics|Psychology - General|Public Administration|Public Policy Analysis|Social Work|Economics|Geography|Political Science/Government|Social Sciences - General|Sociology
Central Piedmont Community College,North Carolina,Urban setting,19877,2090,Horticultural Services|Turf Management|Commercial/Advertising Art|Interior Design|Accounting Technology|Administrative/Secretarial Services|Business Administration/Management|Hospitality Administration/Management|Information Processing/Data Entry|International Business|Management Information Systems|Operations Management|Real Estate|Retailing|Travel/Tourism Management|Graphic/Printing Equipment Operation|Computer Programming - General|Database Management|Information Technology|Networking/LAN/WAN Management|Web/Multimedia Management|Electrician|Early Childhood Education|Architectural Engineering Technology|Civil Engineering/Technology|Electrical Engineering Technologies|Engineering/Industrial Management|Mechanical Drafting|Mechanical Engineering Technology|Occupational Safety|Surveying Technology|Child Care Management|Sign Language Interpretation|Cardiovascular Technology|Cytotechnology|Dental Assistance|Dental Hygiene|Medical Assistance|Medical Laboratory Assistance|Medical Office Administration|Medical Records Technology|Mental Health Services Technology|Nursing (RN)|Physical Therapy Assistance|Respiratory Therapy|Substance Abuse Counseling|Legal Administrative Assistance|Paralegal/Legal Assistance|General Studies|Liberal Arts & Sciences|Auto Body Repair|Automotive Technology|Diesel Mechanics|Heating/A.C./Refrigeration Mechanics|Parks/Leisure Facilities Management|Culinary Arts/Chef Training|Machine Shop Technology|Welding Technology|Corrections|Fire Protection/Safety Technology|Police Science
Central Virginia Community College,Virginia,Suburban setting,5461,3705,Commercial/Advertising Art|Photography|Accounting|Administrative/Secretarial Services|Business - General|Business Administration/Management|Finance/Banking|Management Information Systems|Office Clerical Services|Office Management|Purchasing/Procurement/Contracts|Computer Graphics|Information Sciences/Systems|Electrician|Pipefitting|Education - General|Architectural Engineering Technology|Civil Engineering/Technology|Drafting and Design Technology|Electrical Engineering Technologies|Child Care Management|Clinical/Medical Laboratory Technology|Health Physics/Radiologic Health|Paralegal/Legal Assistance|Liberal Arts & Sciences|Heating/A.C./Refrigeration Mechanics|Human Services|Law Enforcement Administration|Transportation & Materials Moving - General
Stevens Institute of Business & Arts,Missouri,Urban setting,Not set,10125,Interior Design|Administrative/Secretarial Services|Business Administration/Management|Fashion Merchandising|Hospitality Administration/Management|Retailing|Tourism/Travel Marketing|Travel/Tourism Management|Paralegal/Legal Assistance
Southwest Florida College,Florida,Urban setting,Not set,16875,Interior Design|Accounting|Business Administration/Management|Marketing Management|Animation/Special Effects|Computer Networking/Telecommunications|Computer Programming - General|Information Technology|Web/Multimedia Design|Early Childhood Education|Computer Engineering - General|Drafting and Design Technology|Health System Administration|Massage Therapy|Medical Assistance|Medical Insurance Coding|Medical Records Technology|Surgical Technology|Paralegal/Legal Assistance|Law Enforcement Administration
Umpqua Community College,Oregon,Rural setting,3233,4178,Accounting|Accounting Technology|Administrative/Secretarial Services|Business - General|Business Administration/Management|Executive Assistant|Management Information Systems|Marketing Management|Office Clerical Services|Office Management|Sales and Distribution|Journalism|Information Sciences/Systems|Construction Trades - General|Early Childhood Education|Education - General|Teacher Assistance|Civil Engineering/Technology|Industrial Technology|Child Care Management|Dental Assistance|Emergency Medical Technology|Medical Administrative Assistance|Medical Assistance|Medical Insurance Coding|Medical Staff Services Technology|Nursing (RN)|Nursing - Practical|Nursing Assistance|Legal Administrative Assistance|Paralegal/Legal Assistance|Liberal Arts & Sciences|Automotive Technology|Electrical/Electronics Equipment Repair|Cosmetology|Culinary Arts/Chef Training|Welding Technology|Human Services|Fire Science/Firefighting|Police Science|Air Transportation|Airline - Commercial Pilot/Flight Crew
Wenatchee Valley College,Washington,Rural setting,Not set,3647,Agricultural Business|Agricultural Production|Agricultural/Food Processing|Crop Production|Accounting Technology|Administrative/Secretarial Services|Business Administration/Management|Office Clerical Services|Office Management|Resort Management|Computer Networking/Telecommunications|Early Childhood Education|Drafting and Design Technology|Diagnostic Medical Sonography|Medical Administrative Assistance|Medical Assistance|Medical Laboratory Assistance|Nursing (RN)|Nursing - Practical|Nursing Assistance|Radiologic Technology/Medical Imaging|Substance Abuse Counseling|Legal Administrative Assistance|General Studies|Liberal Arts & Sciences|Automotive Technology|Heating/A.C./Refrigeration Mechanics|Industrial Electronics|Natural Resources & Conservation - General|Police Science
Florida Technical College: Orlando,Florida,Suburban setting,2088,Not set,Business Administration/Management|Computer Networking/Telecommunications|Computer Programming - General|Web/Multimedia Design|Drafting and Design Technology|Medical Administrative Assistance|Medical Assistance|Medical Insurance Billing|Medical Insurance Coding|Nursing Assistance|Computer Installation/Repair|Law Enforcement Administration
Lyme Academy College of Fine Arts,Connecticut,Rural setting,83,28252,Drawing|Illustration|Painting|Sculpture
Black River Technical College,Arkansas,Rural setting,2505,2460,Art - General|Accounting|Accounting Technology|Administrative/Secretarial Services|Business Administration/Management|Management Information Systems|Early Childhood Education|Elementary Education|Nursing Assistance|Aircraft Mechanics|Aircraft Powerplant Technology|Auto Body Repair|Automotive Technology|Industrial Equipment Maintenance/Repair|Police Science|Economics
Charles Drew University of Medicine and Science,California,Urban setting,97,14140,Premedicine|Radiologic Technology/Medical Imaging
Argosy University: Chicago,Illinois,Urban setting,Not set,17962,Business Administration/Management|Psychology - General
Landmark College,Vermont,Rural setting,488,48710,Business Administration/Management|Liberal Arts & Sciences
Central Maine Medical Center College of Nursing and Health Professions,Maine,Urban setting,200,8530,Nursing (RN)
SUNY College at Old Westbury,New York,Suburban setting,4230,6324,American Studies|Visual and Performing Arts - General|Biochemistry|Biology|Accounting|Business Administration/Management|Finance/Banking|Labor/Personnel Relations|Marketing Management|Communications/Rhetoric|Computer/Information Sciences - General|Information Sciences/Systems|Bilingual/Bicultural Education|Biology Teacher Education|Chemistry Teacher Education|Elementary Education|Junior High Education|Mathematics Education|Science Teacher Education|Secondary Education|Social Studies Teacher Education|Spanish Language Teacher Education|Special Education|English Language & Literature - General|Comparative Literature|Spanish|Humanities|Liberal Arts & Sciences|Mathematics - General|Philosophy|Chemistry|Psychology - General|Criminology|Social Sciences - General|Sociology
Barnard College,New York,Urban setting,2445,42184,"Architectural History/Criticism|Architecture|African Studies|American Studies|Asian Studies|European Studies|French Studies|German Studies|Latin American Studies|Near/Middle Eastern Studies|Russian/Slavic Area Studies|Slavic Studies|Spanish/Iberian Studies|Women's Studies|Art History/Criticism/Conservation|Dance|Drama/Theater Arts|Film Studies|Music - General|Visual and Performing Arts - General|Biochemistry|Biology|Biophysics|Environmental Biology|Computer Science|Computer/Information Sciences - General|Engineering/Applied Physics|English Language & Literature - General|Classics|Comparative Literature|French|German|Greek, Ancient|Greek, Modern|Italian|Latin|Linguistics|Russian|Spanish|History - General|Applied Mathematics|Mathematics - General|Statistics|Ancient Studies/Civilization|Medieval/Renaissance Studies|Neuroscience|Environmental Science|Environmental Studies|Philosophy|Religion/Religious Studies|Astronomy|Astrophysics|Chemistry|Physics|Psychology - General|Anthropology|Economics|Geography|Political Science/Government|Sociology|Urban Studies"
Jacksonville State University,Alabama,Rural setting,8199,7650,"Art - General|Drama/Theater Arts|Music - General|Biology|Accounting|Business Administration/Management|Business/Managerial Economics|Finance/Banking|Marketing Management|Radio/Television|Computer/Information Sciences - General|Elementary Education|Health Teacher Education|Physical Education|Secondary Education|Special Education|Electrical Engineering Technologies|Manufacturing Technologies|Occupational Safety|English Language & Literature - General|Family/Consumer Sciences - General|Foreign Language & Literature - General|Nursing (RN)|History - General|Liberal Arts & Sciences|Mathematics - General|Parks, Recreation & Fitness - General|Chemistry|Physics|Psychology - General|Social Work|Criminal Justice Studies|Economics|Geography|Political Science/Government|Sociology"
Ursuline College,Ohio,Suburban setting,953,24910,Art History/Criticism/Conservation|Fashion Design|Fine/Studio Arts|Graphic Design|Interior Design|Biology|Biotechnology|Accounting|Business Administration/Management|Fashion Merchandising|Human Resources Management|Management Information Systems|Marketing Management|Public Relations|Art Teacher Education|Early Childhood Education|English Teacher Education|Junior High Education|Mathematics Education|Science Teacher Education|Social Studies Teacher Education|Special Education|English Language & Literature - General|Health Facilities Administration|Health Services - General|Health System Administration|Nursing (RN)|Nursing - Preoperative/Surgical|Prenursing|History - General|Paralegal/Legal Assistance|Humanities|Mathematics - General|Historic Preservation/Conservation|Christian Studies|Philosophy|Psychology - General|Social Work|Sociology
Northampton Community College,Pennsylvania,Suburban setting,11350,3420,Acting|Fine/Studio Arts|Graphic Design|Interior Design|Biology|Biotechnology|Accounting Technology|Administrative/Secretarial Services|Business - General|Business Administration/Management|Construction Management|Entrepreneurial Studies|Hospitality Administration/Management|Hotel/Motel Management|Marketing Management|Office Clerical Services|Real Estate|Resort Management|Restaurant/Food Services Management|Communications/Rhetoric|Journalism|Radio/Television Broadcasting|Computer Networking/Telecommunications|Computer Programming - General|Computer Science|Computer/Systems Security|Web/Multimedia Design|Word Processing|Electrician|Early Childhood Education|Junior High Education|Secondary Education|Teacher Assistance|Engineering - General|Architectural Engineering Technology|CAD/CADD Drafting/Design|Electrical Engineering Technologies|Electromechanical Technologies|Quality Control|Child Care Management|Child Care Service|Athletic Training/Sports Medicine|Dental Hygiene|Diagnostic Medical Sonography|Emergency Medical Technology|Medical Administrative Assistance|Medical Assistance|Medical Insurance Coding|Medical Transcription|Nursing (RN)|Nursing - Practical|Radiologic Technology/Medical Imaging|Surgical Technology|Veterinarian Assistance|Legal Administrative Assistance|Paralegal/Legal Assistance|General Studies|Liberal Arts & Sciences|Library Assistance|Mathematics - General|Automotive Technology|Computer Installation/Repair|Heating/A.C./Refrigeration Mechanics|Industrial Electronics|Sport/Fitness Administration|Culinary Arts/Chef Training|Food Service|Funeral Services/Mortuary Science|Chemistry|Physics|Welding Technology|Social Work|Biology Technician|Criminal Justice Studies|Fire Science/Firefighting|Fire Services Administration
West Chester University of Pennsylvania,Pennsylvania,Suburban setting,12834,8274,American Studies|Women's Studies|Art - General|Dance|Drama/Theater Arts|Fine/Studio Arts|Music - General|Music - General Performance|Biochemistry|Biology|Accounting|Business - General|Business Administration/Management|Business/Managerial Economics|Finance/Banking|Sales and Distribution|Computer/Information Sciences - General|Early Childhood Education|Elementary Education|Junior High Education|Special Education|English Language & Literature - General|French|German|Latin|Russian|Spanish|Athletic Training/Sports Medicine|Health System Administration|Medical Dietetics|Premedicine|Public Health|Speech-Language Pathology/Audiology|History - General|Liberal Arts & Sciences|Mathematics - General|Health/Physical Fitness|Philosophy|Analytical Chemistry|Chemistry|Geology|Physics|Psychology - General|Social Work|Criminal Justice Studies|Anthropology|Geography|Political Science/Government|Sociology
